user_id,loan_id,loan_amount,loan_start_date,loan_due_date,interest_rate,repayment_type,amount_repaid,outstanding_amount,missed_payments,days_past_due,default_flag,label_user_type
U00091,U00091_L02,29977,2023-08-02,2024-01-15,16.24,seasonal,11152.16,21038.9,2,30,1,unstable
U00091,U00091_L03,112581,2023-09-08,2024-06-05,15.08,EMI,24504.79,100681.21,2,18,1,unstable
U00092,U00092_L01,49208,2023-09-14,2024-06-14,15.0,EMI,9607.01,45141.95,2,28,0,unstable
U00092,U00092_L02,40245,2023-07-30,2023-11-13,14.09,bullet,39603.66,2288.12,1,48,0,unstable
U00092,U00092_L03,64648,2023-08-06,2024-06-20,9.71,EMI,18243.94,51890.26,1,9,1,unstable
U00093,U00093_L01,70490,2023-07-17,2024-06-28,13.8,seasonal,15383.78,64354.12,3,15,1,unstable
U00094,U00094_L01,82047,2023-09-29,2024-03-30,11.5,seasonal,64768.72,22008.91,0,0,0,stable
U00095,U00095_L01,48574,2023-02-09,2023-05-29,14.13,bullet,50556.62,67.03,0,216,0,stable
U00096,U00096_L01,79328,2023-06-12,2024-01-19,12.67,seasonal,55960.4,29453.19,0,0,0,stable
U00097,U00097_L01,137176,2023-07-29,2023-12-22,8.19,EMI,65804.66,75865.23,3,9,1,unstable
U00097,U00097_L02,21858,2023-08-21,2024-08-14,9.28,EMI,8055.92,15797.16,0,0,1,unstable
U00097,U00097_L03,121530,2023-06-13,2024-01-27,9.76,EMI,58451.13,70488.14,3,33,1,unstable
U00098,U00098_L01,71110,2023-01-18,2023-06-09,16.2,bullet,75591.68,0,0,0,0,stable
U00099,U00099_L01,55611,2023-03-29,2023-10-27,12.19,bullet,53061.46,6486.92,2,65,0,unstable
U00099,U00099_L02,89277,2023-09-13,2024-03-12,8.9,bullet,0.0,93217.17,2,10,0,unstable
U00099,U00099_L03,127909,2023-08-23,2024-02-12,10.05,seasonal,21038.05,112963.8,2,10,1,unstable
U00100,U00100_L01,52097,2023-03-07,2023-11-22,17.24,EMI,57252.91,1241.89,1,39,1,stable
U00101,U00101_L01,142648,2023-04-11,2023-11-06,13.67,bullet,125846.38,27967.37,2,55,0,unstable
U00102,U00102_L01,106587,2023-03-20,2024-01-14,17.6,bullet,93590.2,28415.41,3,27,0,unstable
U00102,U00102_L02,114195,2023-08-27,2024-05-16,13.93,EMI,36080.32,89576.69,2,24,1,unstable
U00103,U00103_L01,24745,2023-09-05,2023-12-13,14.51,bullet,24722.36,996.5,1,18,0,unstable
U00104,U00104_L01,33441,2023-06-07,2024-04-12,10.73,EMI,14097.32,22391.21,2,14,1,unstable
U00104,U00104_L02,50732,2023-09-21,2024-05-05,8.29,seasonal,2876.55,50471.04,4,56,1,unstable
U00104,U00104_L03,45158,2023-07-01,2023-12-05,10.1,bullet,2374.99,44744.84,3,26,1,unstable
U00105,U00105_L01,17357,2023-08-01,2024-04-18,8.81,seasonal,8909.63,9540.81,0,0,1,unstable
U00105,U00105_L02,118081,2023-07-25,2024-05-04,10.34,EMI,68067.57,59513.48,0,0,1,unstable
U00105,U00105_L03,95445,2023-08-25,2023-11-30,9.19,bullet,87130.8,10645.23,0,31,0,unstable
U00106,U00106_L01,91593,2023-09-28,2024-09-26,15.59,bullet,0.0,105833.23,2,12,0,unstable
U00106,U00106_L02,16429,2023-06-17,2023-10-10,8.98,EMI,15873.53,1020.3,0,82,0,unstable
U00106,U00106_L03,57497,2023-10-01,2024-09-27,16.63,EMI,920.22,66059.94,4,40,1,unstable
U00107,U00107_L01,103364,2023-07-02,2024-03-13,11.45,EMI,56059.5,55572.91,2,30,0,unstable
U00107,U00107_L02,43016,2023-04-11,2023-07-19,10.6,EMI,13503.12,30749.62,3,165,0,unstable
U00108,U00108_L01,55066,2023-05-29,2024-02-23,8.56,seasonal,24688.59,33864.22,0,0,0,stable
U00108,U00108_L02,62512,2023-05-08,2024-01-02,17.1,EMI,69511.46,0,0,0,0,stable
U00109,U00109_L01,114763,2023-08-13,2023-12-23,17.43,seasonal,50061.25,71935.78,1,8,1,unstable
U00109,U00109_L02,92127,2023-08-13,2024-05-11,17.79,EMI,32006.05,72334.42,1,9,1,unstable
U00110,U00110_L01,27303,2023-06-15,2024-03-02,15.61,bullet,0.0,30350.62,1,6,0,stable
U00111,U00111_L01,20403,2023-08-29,2024-03-05,15.05,EMI,15491.54,6501.47,0,0,0,stable
U00112,U00112_L01,101883,2023-07-02,2023-10-22,15.36,EMI,77935.88,28749.07,1,70,0,unstable
U00112,U00112_L02,40652,2023-08-04,2024-06-20,17.68,EMI,18613.87,28358.99,0,0,0,unstable
U00112,U00112_L03,90246,2023-05-20,2023-10-05,12.84,EMI,84413.15,10213.91,0,87,0,unstable
U00113,U00113_L01,108910,2023-06-14,2024-04-15,17.82,EMI,60525.84,64654.77,1,9,1,unstable
U00113,U00113_L02,117434,2023-07-20,2024-04-19,17.76,seasonal,79429.29,53661.2,0,0,0,unstable
U00114,U00114_L01,23245,2023-03-24,2023-12-13,9.93,bullet,22878.7,2035.81,3,18,0,unstable
U00114,U00114_L02,134966,2023-09-06,2024-05-31,11.59,bullet,0.0,146451.5,1,12,1,unstable
U00115,U00115_L01,39333,2023-09-01,2024-05-09,17.56,bullet,0.0,44082.66,0,0,0,stable
U00115,U00115_L02,51555,2023-04-17,2024-02-22,14.85,EMI,42294.61,15783.65,0,0,0,stable
U00116,U00116_L01,189648,2023-08-06,2024-05-29,15.97,EMI,16211.27,198081.04,2,22,1,debt_trapped
U00116,U00116_L02,115782,2023-04-03,2023-11-09,16.32,bullet,49892.24,77278.9,4,52,1,debt_trapped
U00116,U00116_L03,98879,2023-05-09,2024-01-11,12.61,bullet,0.0,107316.68,6,30,1,debt_trapped
U00117,U00117_L01,62029,2023-05-20,2024-03-12,12.19,bullet,0.0,68181.65,0,0,0,stable
U00117,U00117_L02,51560,2023-06-17,2024-06-12,11.54,seasonal,39750.15,17694.67,0,0,0,stable
U00118,U00118_L01,167073,2023-07-27,2023-10-29,10.04,seasonal,0.0,171392.91,2,63,0,debt_trapped
U00118,U00118_L02,75472,2023-07-17,2024-06-07,11.43,bullet,0.0,83176.72,5,60,1,debt_trapped
U00118,U00118_L03,53957,2023-09-22,2024-01-23,11.82,seasonal,4174.07,51932.13,3,15,0,debt_trapped
U00119,U00119_L01,122966,2023-09-19,2024-03-11,10.09,seasonal,10893.97,117986.73,2,30,1,debt_trapped
U00119,U00119_L02,68347,2023-09-17,2024-09-08,10.36,seasonal,11189.74,64082.82,1,5,1,debt_trapped
U00119,U00119_L03,109157,2023-08-30,2024-05-15,10.48,bullet,0.0,117274.45,2,26,1,debt_trapped
U00120,U00120_L01,99341,2023-04-07,2023-08-31,9.5,seasonal,14668.08,88447.88,1,122,0,unstable
U00120,U00120_L02,26939,2023-05-04,2024-04-04,10.81,bullet,0.0,29619.73,1,10,1,unstable
U00120,U00120_L03,71930,2023-07-10,2024-04-07,15.55,EMI,43583.77,36681.44,0,0,1,unstable
U00121,U00121_L01,72968,2023-04-14,2024-03-16,8.37,EMI,62619.21,15987.7,0,0,0,stable
U00121,U00121_L02,66753,2023-09-29,2024-08-30,8.9,seasonal,51460.11,20761.88,0,0,0,stable
U00122,U00122_L01,198191,2023-07-14,2023-11-27,8.84,bullet,73461.82,131257.21,3,34,1,debt_trapped
U00122,U00122_L02,173948,2023-04-27,2023-08-01,9.64,bullet,57073.66,121284.71,0,152,1,debt_trapped
U00122,U00122_L03,199174,2023-05-10,2023-10-21,10.12,EMI,36731.46,171499.12,2,71,1,debt_trapped
U00123,U00123_L01,36584,2023-07-27,2024-04-18,8.18,EMI,12314.36,26450.53,2,30,0,unstable
U00123,U00123_L02,115401,2023-03-17,2024-02-21,13.52,bullet,0.0,129977.32,3,21,0,unstable
U00123,U00123_L03,38795,2023-08-21,2024-07-06,12.08,seasonal,17749.89,25153.77,2,10,0,unstable
U00124,U00124_L01,84583,2023-09-15,2024-09-10,9.29,seasonal,8821.82,83532.83,2,26,1,debt_trapped
U00125,U00125_L01,54928,2023-07-15,2024-03-29,15.11,seasonal,46903.42,13891.16,0,0,0,stable
U00126,U00126_L01,66738,2023-07-31,2024-04-19,15.01,bullet,0.0,73956.0,0,0,0,stable
U00127,U00127_L01,94557,2023-07-31,2024-01-21,17.28,bullet,10588.43,91757.79,4,60,1,debt_trapped
U00127,U00127_L02,134553,2023-05-24,2023-11-30,15.75,EMI,25225.15,120359.35,3,31,1,debt_trapped
U00127,U00127_L03,194437,2023-09-06,2024-06-21,15.01,EMI,7345.45,210199.66,2,26,1,debt_trapped
U00128,U00128_L01,123647,2023-08-02,2024-02-16,15.51,bullet,133220.08,830.14,2,14,0,unstable
U00128,U00128_L02,85315,2023-10-02,2024-06-21,12.02,EMI,22001.91,70702.21,2,10,1,unstable
U00129,U00129_L01,38659,2023-02-22,2024-01-03,16.42,seasonal,24394.32,19742.93,4,32,1,unstable
U00129,U00129_L02,41232,2023-08-18,2024-06-09,13.69,seasonal,20972.5,24837.09,2,28,1,unstable
U00130,U00130_L01,142810,2023-08-31,2024-07-07,10.49,seasonal,80895.0,74679.44,0,0,1,unstable
U00130,U00130_L02,15721,2023-05-01,2024-04-10,11.85,bullet,0.0,17481.86,5,55,1,unstable
U00130,U00130_L03,58468,2023-09-21,2024-09-08,12.74,bullet,0.0,65671.93,2,22,1,unstable
U00131,U00131_L01,112573,2023-08-06,2023-11-05,11.6,bullet,73663.07,42165.6,1,56,0,unstable
U00131,U00131_L02,111265,2023-07-10,2024-03-26,10.58,EMI,57843.83,61806.59,1,10,0,unstable
U00132,U00132_L01,83398,2023-05-22,2024-02-16,17.12,bullet,92124.09,1835.52,2,16,0,stable
